Loan_ID,Channel,Seller,Interest_Rate,UPB,Loan_Term,Origination_Date,First_Payment_Date,LTV,CLTV,Num_Borrowers,DTI,Borrower_FICO,First_Time_Buyer,Loan_Purpose,Dwelling_Type,Unit_Count,Occupancy,State,Zip,Insurance%,Product,Mortgage_Insurance_Type,Relocation_Indicator,Period,Current_IR,Current_UPB,Age,Mod_Ind,Zero_Bal_Cd,FICO_bins,Term_bins,Current_Status,Origin_Month,Origin_Year
101178767054,R,OTHER,5.375,65000,180,12/2002,03/2003,29,29.0,2.0,23.0,803.0,N,R,SF,1,P,OH,441,0.0,FRM,0.0,N,200411,5.375,65000.0,21,N,Prepaid,780+,<=15 Years,Prepaid,03,2003
101248126665,R,OTHER,5.25,200000,180,09/2003,11/2003,50,63.0,1.0,62.0,653.0,N,R,SF,1,P,CA,917,0.0,FRM,0.0,N,201504,5.25,48289.19,138,N,Prepaid,620-660,<=15 Years,Prepaid,11,2003
101342551848,R,OTHER,5.875,41000,120,11/2002,01/2003,40,40.0,1.0,22.0,787.0,N,R,SF,1,P,NH,30,0.0,FRM,0.0,N,200812,5.875,4015.76,72,N,Prepaid,780+,<=15 Years,Prepaid,01,2003
101735401188,R,OTHER,5.75,84000,240,08/2003,10/2003,26,26.0,1.0,22.0,710.0,N,C,SF,1,S,PR,9,0.0,FRM,0.0,N,201906,5.75,26606.73,189,N,Current,700-740,<= 30 Years,Current,10,2003
101957241208,R,OTHER,6.0,52000,360,09/2003,11/2003,14,14.0,2.0,41.0,784.0,N,R,PU,1,P,CO,801,0.0,FRM,0.0,N,200409,6.0,52000.0,11,N,Prepaid,780+,<= 30 Years,Prepaid,11,2003
103456132192,R,OTHER,5.375,85000,180,02/2003,04/2003,42,42.0,1.0,25.0,778.0,N,C,SF,1,P,NH,30,0.0,FRM,0.0,N,201102,5.375,48973.36,95,N,Prepaid,740-780,<=15 Years,Prepaid,04,2003
103620296339,R,OTHER,6.0,84000,360,11/2002,02/2003,47,90.0,2.0,14.0,775.0,N,C,PU,1,P,NC,276,0.0,FRM,0.0,N,200907,6.0,76408.91,78,N,Prepaid,740-780,<= 30 Years,Prepaid,02,2003
103668331881,R,OTHER,5.375,127000,144,04/2003,06/2003,59,59.0,2.0,9.0,652.0,N,C,SF,1,P,PA,180,0.0,FRM,0.0,N,200606,5.375,98769.17,37,N,Prepaid,620-660,<=15 Years,Prepaid,06,2003
103716654827,R,OTHER,5.375,140000,360,08/2003,10/2003,78,78.0,2.0,14.0,790.0,N,C,SF,1,P,PR,6,0.0,FRM,0.0,N,200502,5.375,140000.0,17,N,Prepaid,780+,<= 30 Years,Prepaid,10,2003
103879855623,R,"GMAC MORTGAGE, LLC",5.375,121000,180,09/2003,11/2003,69,69.0,1.0,46.0,782.0,N,R,SF,1,P,NY,103,0.0,FRM,0.0,N,200612,5.375,99382.59,38,N,Prepaid,780+,<=15 Years,Prepaid,11,2003
103885632154,R,OTHER,5.375,46000,180,10/2003,12/2003,62,62.0,1.0,15.0,607.0,N,R,SF,1,P,OH,440,0.0,FRM,0.0,N,200410,5.375,46000.0,11,N,Prepaid,0-620,<=15 Years,Prepaid,12,2003
103969462164,R,OTHER,4.9,281000,162,06/2003,08/2003,27,27.0,2.0,9.0,786.0,N,R,SF,1,P,FL,341,0.0,FRM,0.0,N,200511,4.9,245705.71,28,N,Prepaid,780+,<=15 Years,Prepaid,08,2003
103998542242,R,OTHER,5.75,92000,360,04/2003,06/2003,31,31.0,1.0,23.0,801.0,N,R,SF,1,P,IL,626,0.0,FRM,0.0,N,201111,5.75,79558.9,102,N,Prepaid,780+,<= 30 Years,Prepaid,06,2003
104586005048,R,OTHER,5.875,46000,180,01/2003,03/2003,28,28.0,1.0,56.0,781.0,N,R,CO,1,S,NH,31,0.0,FRM,0.0,N,201709,5.875,959.87,175,N,Prepaid,780+,<=15 Years,Prepaid,03,2003
104709774576,R,OTHER,5.125,135000,180,04/2003,06/2003,39,39.0,2.0,55.0,597.0,N,C,SF,1,P,MA,18,0.0,FRM,0.0,N,201208,5.125,63644.44,111,N,Prepaid,0-620,<=15 Years,Prepaid,06,2003
104857913627,R,SUNTRUST MORTGAGE INC.,5.5,219000,360,05/2003,07/2003,68,68.0,2.0,26.0,540.0,N,R,PU,1,S,SC,299,0.0,FRM,0.0,N,201005,5.5,198842.96,83,N,Third Party Sale,0-620,<= 30 Years,Underperforming,07,2003
104876751632,R,"CITIMORTGAGE, INC.",5.875,110000,180,05/2003,07/2003,62,62.0,2.0,13.0,772.0,N,C,SF,1,I,MO,633,0.0,FRM,0.0,N,200507,5.875,99120.91,25,N,Prepaid,740-780,<=15 Years,Prepaid,07,2003
105771813117,B,SUNTRUST MORTGAGE INC.,5.75,89000,360,10/2003,12/2003,51,51.0,1.0,32.0,802.0,N,R,SF,1,P,FL,337,0.0,FRM,0.0,N,201404,5.75,62444.31,125,N,Prepaid,780+,<= 30 Years,Prepaid,12,2003
106047405483,C,OTHER,4.25,180000,120,07/2003,09/2003,46,46.0,2.0,9.0,781.0,N,C,SF,1,P,MD,210,0.0,FRM,0.0,N,200909,4.25,6625.0,73,N,Prepaid,780+,<=15 Years,Prepaid,09,2003
106426157800,R,OTHER,5.375,100000,180,12/2002,02/2003,62,62.0,2.0,56.0,686.0,N,C,SF,1,P,MN,550,0.0,FRM,0.0,N,200802,5.375,75106.85,61,N,Prepaid,660-700,<=15 Years,Prepaid,02,2003
106661602262,R,OTHER,4.9,142000,146,06/2003,08/2003,73,73.0,2.0,19.0,781.0,N,R,SF,1,P,OH,432,0.0,FRM,0.0,N,201405,4.9,1308.92,130,N,Prepaid,780+,<=15 Years,Prepaid,08,2003
106934585503,R,OTHER,6.0,75000,360,01/2003,04/2003,75,75.0,2.0,25.0,727.0,N,C,SF,1,P,CA,935,0.0,FRM,0.0,N,201301,6.0,62594.56,118,N,Prepaid,700-740,<= 30 Years,Prepaid,04,2003
106961404790,R,OTHER,5.875,73000,360,09/2003,11/2003,79,79.0,2.0,39.0,731.0,N,C,SF,1,P,PR,7,0.0,FRM,0.0,N,201406,5.875,59934.04,128,N,Prepaid,700-740,<= 30 Years,Prepaid,11,2003
107625194078,R,OTHER,5.375,132000,180,03/2003,05/2003,69,69.0,2.0,28.0,716.0,N,R,SF,1,P,MN,551,0.0,FRM,0.0,N,201206,5.375,63145.97,110,N,Prepaid,700-740,<=15 Years,Prepaid,05,2003
107748130660,R,"JPMORGAN CHASE BANK, NA",6.0,275000,166,01/2003,03/2003,49,49.0,2.0,25.0,723.0,N,P,SF,1,P,WA,981,0.0,FRM,0.0,N,200505,6.0,224302.99,27,N,Prepaid,700-740,<=15 Years,Prepaid,03,2003
108164290114,R,OTHER,5.25,170000,180,10/2003,12/2003,36,36.0,2.0,50.0,752.0,N,P,SF,1,P,RI,28,0.0,FRM,0.0,N,200906,5.25,71593.85,67,N,Prepaid,740-780,<=15 Years,Prepaid,12,2003
108251137125,R,OTHER,6.0,165000,353,12/2002,02/2003,68,68.0,2.0,39.0,806.0,N,C,PU,1,P,NC,283,0.0,FRM,0.0,N,200904,6.0,149258.8,75,N,Prepaid,780+,<= 30 Years,Prepaid,02,2003
108349793500,R,OTHER,5.625,200000,360,02/2003,04/2003,80,80.0,1.0,46.0,782.0,N,P,SF,1,I,CA,912,0.0,FRM,0.0,N,201601,5.625,127178.31,154,N,Prepaid,780+,<= 30 Years,Prepaid,04,2003
108452946158,C,BISHOPS GATE RESIDENTIAL MORTGAGE TRUST,5.75,68000,240,07/2003,09/2003,83,83.0,2.0,28.0,775.0,N,C,SF,1,P,IN,479,6.0,FRM,1.0,N,201906,5.75,20964.87,190,N,Current,740-780,<= 30 Years,Current,09,2003
109811417245,R,OTHER,5.25,188000,180,10/2002,01/2003,66,66.0,2.0,59.0,767.0,N,C,PU,1,P,CO,801,0.0,FRM,0.0,N,200409,5.25,188000.0,21,N,Prepaid,740-780,<=15 Years,Prepaid,01,2003
109834484434,R,OTHER,6.0,96000,360,03/2003,05/2003,90,90.0,1.0,51.0,592.0,N,R,PU,1,P,NC,276,25.0,FRM,1.0,N,201906,6.0,63087.27,194,N,Current,0-620,<= 30 Years,Current,05,2003
109968206450,R,OTHER,5.375,121000,180,02/2003,04/2003,69,69.0,2.0,18.0,795.0,N,R,SF,1,P,MN,550,0.0,FRM,0.0,N,201709,5.375,2037.52,174,N,Prepaid,780+,<=15 Years,Prepaid,04,2003
110133834115,C,OTHER,5.75,170000,360,04/2003,06/2003,80,80.0,2.0,18.0,755.0,N,P,SF,1,P,NC,281,0.0,FRM,0.0,N,200501,5.75,170000.0,20,N,Prepaid,740-780,<= 30 Years,Prepaid,06,2003
110291869544,R,OTHER,5.25,247000,342,05/2003,07/2003,77,77.0,2.0,43.0,731.0,N,C,SF,1,P,CA,927,0.0,FRM,0.0,N,200505,5.25,239844.33,23,N,Prepaid,700-740,<= 30 Years,Prepaid,07,2003
110597943086,R,OTHER,4.875,46000,180,09/2003,11/2003,40,40.0,2.0,25.0,684.0,N,C,SF,1,P,FL,335,0.0,FRM,0.0,N,201810,4.875,363.55,180,N,Prepaid,660-700,<=15 Years,Prepaid,11,2003
110704709083,R,OTHER,5.875,91000,336,05/2003,07/2003,76,76.0,1.0,40.0,753.0,N,R,SF,1,P,IL,615,0.0,FRM,0.0,N,201512,5.875,19326.46,150,N,Prepaid,740-780,<= 30 Years,Prepaid,07,2003
110980778709,R,OTHER,6.0,150000,360,03/2003,05/2003,56,56.0,2.0,27.0,783.0,N,C,SF,1,P,NJ,80,0.0,FRM,0.0,N,201110,6.0,130440.74,102,N,Prepaid,780+,<= 30 Years,Prepaid,05,2003
111001524973,R,OTHER,5.25,217000,180,03/2003,05/2003,70,70.0,2.0,41.0,580.0,N,C,SF,1,P,MA,18,0.0,FRM,0.0,N,200510,5.25,192474.61,30,N,Prepaid,0-620,<=15 Years,Prepaid,05,2003
111080632107,R,OTHER,5.375,72000,180,01/2003,03/2003,48,48.0,2.0,39.0,784.0,N,R,SF,1,P,OH,440,0.0,FRM,0.0,N,201210,5.375,24950.4,116,N,Prepaid,780+,<=15 Years,Prepaid,03,2003
111528665500,R,OTHER,5.125,118000,180,09/2003,11/2003,59,59.0,2.0,15.0,788.0,N,C,SF,1,P,NY,125,0.0,FRM,0.0,N,201810,5.125,908.03,180,N,Prepaid,780+,<=15 Years,Prepaid,11,2003
111589546144,R,OTHER,6.5,104000,360,08/2003,11/2003,55,55.0,1.0,64.0,711.0,N,C,SF,1,P,CO,800,0.0,FRM,0.0,N,200507,6.5,102019.69,21,N,Prepaid,700-740,<= 30 Years,Prepaid,11,2003
112614162719,R,OTHER,5.5,143000,360,10/2003,12/2003,45,45.0,2.0,19.0,803.0,N,P,SF,1,P,OH,450,0.0,FRM,0.0,N,200903,5.5,130731.22,64,N,Prepaid,780+,<= 30 Years,Prepaid,12,2003
112853365954,C,"BANK OF AMERICA, N.A.",5.875,177000,360,10/2003,12/2003,57,57.0,1.0,48.0,653.0,N,C,CO,1,P,VA,223,0.0,FRM,0.0,N,200906,5.875,161327.53,67,N,Prepaid,620-660,<= 30 Years,Prepaid,12,2003
112960640577,C,"CITIMORTGAGE, INC.",5.5,120000,360,05/2003,08/2003,89,89.0,2.0,33.0,648.0,N,C,SF,1,P,FL,339,25.0,FRM,1.0,N,200412,5.5,120000.0,17,N,Prepaid,620-660,<= 30 Years,Prepaid,08,2003
112967126546,R,OTHER,6.0,136000,360,10/2003,12/2003,95,95.0,1.0,26.0,703.0,N,P,CO,1,P,CA,935,25.0,FRM,1.0,N,200511,6.0,132562.23,24,N,Prepaid,700-740,<= 30 Years,Prepaid,12,2003
113488932853,R,OTHER,5.875,110000,180,09/2003,11/2003,47,47.0,2.0,28.0,788.0,N,C,SF,1,P,VT,51,0.0,FRM,0.0,N,200904,5.875,80825.78,66,N,Prepaid,780+,<=15 Years,Prepaid,11,2003
113537873469,B,"JPMORGAN CHASE BANK, NA",6.5,47000,360,07/2003,09/2003,58,59.0,1.0,8.0,690.0,N,C,SF,1,I,VA,238,0.0,FRM,0.0,N,200606,6.5,45585.99,34,N,Prepaid,660-700,<= 30 Years,Prepaid,09,2003
113742202738,R,OTHER,5.25,135000,180,07/2003,09/2003,51,51.0,2.0,40.0,734.0,N,C,SF,1,P,MA,18,0.0,FRM,0.0,N,201101,5.25,82048.3,89,N,Prepaid,700-740,<=15 Years,Prepaid,09,2003
113982923465,B,"JPMORGAN CHASE BANK, NA",5.875,301000,360,02/2003,05/2003,23,39.0,2.0,26.0,716.0,N,R,SF,1,P,CA,900,0.0,FRM,0.0,N,200501,5.875,294274.81,21,N,Prepaid,700-740,<= 30 Years,Prepaid,05,2003
114204848291,R,OTHER,5.625,91000,180,12/2002,03/2003,61,66.0,1.0,36.0,737.0,N,R,SF,1,P,MI,483,0.0,FRM,0.0,N,201208,5.625,40636.9,114,N,Prepaid,700-740,<=15 Years,Prepaid,03,2003
114463984893,R,"HARWOOD STREET FUNDING I, LLC",5.875,212000,360,10/2003,12/2003,78,78.0,2.0,63.0,708.0,N,P,SF,1,P,CA,956,0.0,FRM,0.0,N,201602,4.5,160394.2,147,Y,Prepaid,700-740,<= 30 Years,Prepaid,12,2003
115191883082,R,BISHOPS GATE RESIDENTIAL MORTGAGE TRUST,5.42,190000,360,09/2003,11/2003,50,50.0,1.0,50.0,662.0,N,R,SF,1,P,IL,605,0.0,FRM,0.0,N,201709,5.42,136386.53,167,N,Prepaid,660-700,<= 30 Years,Prepaid,11,2003
115577204064,R,OTHER,5.25,159000,360,08/2003,10/2003,39,40.0,1.0,52.0,786.0,N,C,SF,1,P,CA,961,0.0,FRM,0.0,N,201208,5.25,134471.43,107,N,Prepaid,780+,<= 30 Years,Prepaid,10,2003
115666155785,R,OTHER,6.375,178000,360,10/2003,12/2003,65,65.0,1.0,37.0,677.0,N,C,SF,1,P,WA,980,0.0,FRM,0.0,N,200610,6.375,171637.86,35,N,Prepaid,660-700,<= 30 Years,Prepaid,12,2003
115707668705,R,OTHER,5.25,150000,180,01/2003,03/2003,46,46.0,2.0,37.0,776.0,N,C,SF,1,P,FL,337,0.0,FRM,0.0,N,201201,5.25,76085.33,107,N,Prepaid,740-780,<=15 Years,Prepaid,03,2003
115774744247,R,OTHER,5.0,234000,360,09/2003,11/2003,74,74.0,2.0,44.0,652.0,N,C,PU,1,P,CA,926,0.0,FRM,0.0,N,200701,5.0,221641.0,39,N,Prepaid,620-660,<= 30 Years,Prepaid,11,2003
115872191395,C,BISHOPS GATE RESIDENTIAL MORTGAGE TRUST,5.875,96000,180,09/2003,11/2003,80,80.0,2.0,23.0,782.0,N,C,SF,1,P,IN,479,0.0,FRM,0.0,N,201810,5.875,798.01,180,N,Prepaid,780+,<=15 Years,Prepaid,11,2003
115943616387,R,OTHER,5.0,95000,240,08/2003,10/2003,24,24.0,2.0,41.0,789.0,N,C,PU,1,P,CA,928,0.0,FRM,0.0,N,201108,5.0,68471.77,95,N,Prepaid,780+,<= 30 Years,Prepaid,10,2003
116567210724,R,OTHER,5.375,60000,173,08/2003,10/2003,24,24.0,2.0,25.0,767.0,N,C,PU,1,P,NC,284,0.0,FRM,0.0,N,201504,5.375,16134.82,139,N,Prepaid,740-780,<=15 Years,Prepaid,10,2003
116581473127,R,OTHER,5.375,78000,120,11/2002,01/2003,40,40.0,2.0,40.0,622.0,N,R,SF,1,P,RI,29,0.0,FRM,0.0,N,201211,5.375,763.15,119,N,Prepaid,620-660,<=15 Years,Prepaid,01,2003
116828287602,R,OTHER,5.5,104000,360,07/2003,09/2003,80,80.0,2.0,53.0,733.0,N,P,SF,1,P,PA,186,0.0,FRM,0.0,N,201007,5.5,92389.76,83,N,Prepaid,700-740,<= 30 Years,Prepaid,09,2003
117194931693,R,OTHER,5.375,232000,180,01/2003,03/2003,55,55.0,2.0,45.0,742.0,N,R,SF,1,P,MN,551,0.0,FRM,0.0,N,200508,5.375,188917.76,30,N,Prepaid,740-780,<=15 Years,Prepaid,03,2003
117347874582,R,OTHER,5.25,155000,180,08/2003,11/2003,74,74.0,1.0,30.0,755.0,N,C,SF,1,P,CO,801,0.0,FRM,0.0,N,200511,5.25,140662.5,25,N,Prepaid,740-780,<=15 Years,Prepaid,11,2003
117398558127,R,OTHER,6.0,105000,360,08/2003,10/2003,95,95.0,2.0,43.0,681.0,N,P,SF,1,P,PR,9,35.0,FRM,1.0,N,201906,5.375,79009.34,189,Y,Current,660-700,<= 30 Years,Current,10,2003
117422446497,R,OTHER,5.375,72000,180,05/2003,07/2003,53,53.0,2.0,52.0,744.0,N,C,SF,1,P,OH,452,0.0,FRM,0.0,N,200910,5.375,48454.23,76,N,Prepaid,740-780,<=15 Years,Prepaid,07,2003
117784644942,R,OTHER,6.125,82000,360,11/2002,01/2003,49,49.0,2.0,15.0,786.0,N,C,SF,1,P,CA,923,0.0,FRM,0.0,N,200705,6.125,77267.39,53,N,Prepaid,780+,<= 30 Years,Prepaid,01,2003
118239141673,R,OTHER,6.0,100000,360,12/2002,02/2003,42,43.0,2.0,38.0,761.0,N,C,SF,1,P,CA,956,0.0,FRM,0.0,N,201302,6.0,82253.16,121,N,Prepaid,740-780,<= 30 Years,Prepaid,02,2003
118725194767,R,OTHER,5.0,79000,180,08/2003,10/2003,76,76.0,2.0,24.0,806.0,N,C,SF,1,P,FL,336,0.0,FRM,0.0,N,201307,5.0,34208.71,118,N,Prepaid,780+,<=15 Years,Prepaid,10,2003
119405225085,R,OTHER,6.0,167000,360,11/2002,01/2003,83,83.0,2.0,22.0,756.0,N,R,PU,1,P,NC,275,12.0,FRM,1.0,N,201210,6.0,137695.15,118,N,Prepaid,740-780,<= 30 Years,Prepaid,01,2003
119729864759,R,SUNTRUST MORTGAGE INC.,6.0,170000,360,10/2003,12/2003,78,78.0,2.0,55.0,651.0,N,C,SF,1,P,FL,339,0.0,FRM,0.0,N,200706,6.0,162391.98,43,N,REO,620-660,<= 30 Years,Underperforming,12,2003
119820206790,C,"FLAGSTAR BANK, FSB",6.375,196000,360,08/2003,10/2003,80,80.0,1.0,44.0,622.0,N,C,PU,1,P,TX,750,0.0,FRM,0.0,N,201305,6.375,166417.94,116,N,Prepaid,620-660,<= 30 Years,Prepaid,10,2003
120186540730,R,OTHER,5.25,61000,120,07/2003,09/2003,39,39.0,2.0,18.0,811.0,N,R,SF,1,P,PA,180,0.0,FRM,0.0,N,201110,5.25,1115.06,98,N,Prepaid,780+,<=15 Years,Prepaid,09,2003
120328578546,R,SUNTRUST MORTGAGE INC.,5.875,44000,360,10/2003,12/2003,80,80.0,1.0,53.0,606.0,N,P,SF,1,I,VA,236,0.0,FRM,0.0,N,201906,5.875,29949.45,187,N,Current,0-620,<= 30 Years,Current,12,2003
120913981475,R,OTHER,5.625,150000,240,09/2003,11/2003,70,70.0,2.0,47.0,770.0,N,C,SF,1,P,MA,18,0.0,FRM,0.0,N,201906,5.625,47799.68,188,N,Current,740-780,<= 30 Years,Current,11,2003
121014911604,R,"JPMORGAN CHASE BANK, NA",5.25,138000,360,06/2003,07/2003,94,94.0,2.0,12.0,772.0,N,R,SF,1,P,AZ,852,30.0,FRM,1.0,N,200509,5.25,134038.7,27,N,Prepaid,740-780,<= 30 Years,Prepaid,07,2003
121778093549,R,OTHER,6.0,54000,360,04/2003,06/2003,39,39.0,2.0,31.0,791.0,N,R,PU,1,P,SC,295,0.0,FRM,0.0,N,201004,6.0,48567.2,83,N,Prepaid,780+,<= 30 Years,Prepaid,06,2003
122154904316,R,OTHER,5.375,60000,180,03/2003,05/2003,54,54.0,1.0,39.0,748.0,N,C,SF,1,P,OH,441,0.0,FRM,0.0,N,200611,5.375,47598.66,43,N,Prepaid,740-780,<=15 Years,Prepaid,05,2003
122189418657,R,OTHER,6.0,239000,360,03/2003,05/2003,70,70.0,2.0,47.0,766.0,N,C,PU,1,P,NC,275,0.0,FRM,0.0,N,200505,6.0,233339.04,25,N,Prepaid,740-780,<= 30 Years,Prepaid,05,2003
122498942580,R,OTHER,5.625,162000,360,03/2003,05/2003,80,80.0,2.0,30.0,735.0,N,R,SF,1,P,CA,958,0.0,FRM,0.0,N,201003,5.625,141749.4,83,N,Prepaid,700-740,<= 30 Years,Prepaid,05,2003
122765295293,R,OTHER,5.25,228000,180,12/2002,02/2003,54,54.0,1.0,54.0,797.0,N,C,SF,1,P,CA,930,0.0,FRM,0.0,N,200509,5.25,200330.94,32,N,Prepaid,780+,<=15 Years,Prepaid,02,2003
122783021115,R,OTHER,5.625,285000,360,05/2003,07/2003,69,69.0,2.0,26.0,722.0,N,C,SF,1,P,MA,27,0.0,FRM,0.0,N,201112,5.625,241814.41,102,N,Prepaid,700-740,<= 30 Years,Prepaid,07,2003
122958150796,R,OTHER,5.25,60000,240,07/2003,09/2003,49,49.0,2.0,44.0,758.0,N,R,SF,1,P,MA,27,0.0,FRM,0.0,N,201312,5.25,35506.99,124,N,Prepaid,740-780,<= 30 Years,Prepaid,09,2003
123370797497,R,OTHER,5.5,103000,180,11/2002,02/2003,22,22.0,2.0,44.0,791.0,N,R,SF,1,P,MA,21,0.0,FRM,0.0,N,200801,5.5,10229.7,60,N,Prepaid,780+,<=15 Years,Prepaid,02,2003
123731469558,R,OTHER,5.125,304000,240,08/2003,10/2003,68,68.0,2.0,47.0,761.0,N,C,CO,1,P,CA,926,0.0,FRM,0.0,N,201301,5.125,200950.45,112,N,Prepaid,740-780,<= 30 Years,Prepaid,10,2003
123864093232,R,OTHER,5.875,150000,240,03/2003,05/2003,59,59.0,2.0,32.0,792.0,N,C,SF,1,P,NY,117,0.0,FRM,0.0,N,200504,5.875,141999.42,24,N,Prepaid,780+,<= 30 Years,Prepaid,05,2003
123888194829,R,OTHER,5.375,79000,180,02/2003,04/2003,35,35.0,2.0,17.0,794.0,N,C,SF,1,P,CO,802,0.0,FRM,0.0,N,200603,5.375,52634.02,36,N,Prepaid,780+,<=15 Years,Prepaid,04,2003
123912645101,R,OTHER,5.375,45000,180,04/2003,06/2003,20,20.0,2.0,13.0,744.0,N,C,SF,1,P,CO,802,0.0,FRM,0.0,N,201712,5.375,838.89,175,N,Prepaid,740-780,<=15 Years,Prepaid,06,2003
123934339019,R,OTHER,5.25,60000,180,11/2002,01/2003,75,75.0,2.0,18.0,797.0,N,C,SF,1,P,PA,172,0.0,FRM,0.0,N,200506,5.25,52239.45,30,N,Prepaid,780+,<=15 Years,Prepaid,01,2003
124112252641,R,OTHER,5.5,68000,180,03/2003,05/2003,40,40.0,2.0,55.0,746.0,N,C,SF,1,P,CO,800,0.0,FRM,0.0,N,201212,5.5,1550.63,116,N,Prepaid,740-780,<=15 Years,Prepaid,05,2003
124436786291,R,OTHER,6.0,45000,360,01/2003,03/2003,90,90.0,1.0,19.0,773.0,N,P,SF,1,P,NC,277,25.0,FRM,1.0,N,201906,6.0,29821.18,196,N,Current,740-780,<= 30 Years,Current,03,2003
125252524107,R,OTHER,6.25,110000,360,09/2003,11/2003,95,95.0,1.0,36.0,669.0,Y,P,SF,1,P,ID,835,30.0,FRM,1.0,N,200703,6.25,105563.34,41,N,Prepaid,660-700,<= 30 Years,Prepaid,11,2003
125399588793,R,OTHER,6.0,57000,360,11/2002,02/2003,64,64.0,1.0,35.0,737.0,N,R,CO,1,P,NC,275,0.0,FRM,0.0,N,201904,6.0,38070.07,195,N,Prepaid,700-740,<= 30 Years,Prepaid,02,2003
125409650883,R,OTHER,4.75,137000,174,06/2003,08/2003,31,31.0,1.0,41.0,748.0,N,C,PU,1,P,CA,926,0.0,FRM,0.0,N,201301,4.75,56086.97,114,N,Prepaid,740-780,<=15 Years,Prepaid,08,2003
125575925282,R,OTHER,6.0,156000,360,02/2003,04/2003,80,80.0,1.0,33.0,751.0,N,C,SF,1,P,CO,802,0.0,FRM,0.0,N,200505,6.0,152044.33,26,N,Prepaid,740-780,<= 30 Years,Prepaid,04,2003
125633520831,R,OTHER,6.25,180000,360,11/2002,01/2003,46,46.0,2.0,41.0,661.0,N,C,SF,1,P,CO,801,0.0,FRM,0.0,N,200611,6.25,171148.53,47,N,Prepaid,660-700,<= 30 Years,Prepaid,01,2003
126358035024,R,OTHER,6.5,100000,360,08/2003,10/2003,48,48.0,1.0,41.0,793.0,N,P,SF,1,P,MA,15,0.0,FRM,0.0,N,200512,6.5,97483.23,27,N,Prepaid,780+,<= 30 Years,Prepaid,10,2003
126439008591,R,OTHER,5.25,60000,180,01/2003,03/2003,23,72.0,2.0,52.0,629.0,N,C,SF,1,P,MA,19,0.0,FRM,0.0,N,201711,5.25,853.7,177,N,Prepaid,620-660,<=15 Years,Prepaid,03,2003
